b bgt,box_x,box_y,box_z,f_sweep_start,f_sweep_stop,detuning_hz_sim_result,Q_sim_result,use_PLL,PLL_filter_BW_cycles,f_sweep_rate,orientation,periodic_bc,particle_dia,force_amp,grav_y,num_damping,damp_gravity,num_damp_fix,time_step,ball_gen_method,settled_packing,seed,packing_factor_bg8,verlet_dist,q_Factor,beam_length,beam_height,pocket_height,pocket_len,pocketLoc1,pocketLoc2,pocketLoc2_Y,mode_num,modal_method,beam_kappa,beam_young,solution_method,q_guess,force_method,base_excitation,distribution,restitution_coeff,cn,beta_n,wall_frict_angle,sphere_frict_angle,include_vel_scale,young_mod,poisson,normalCohesion,n_windows_per_pocket,sidewall_frict,Mindlin_Type,eta_roll,roll_frict,timestep_val,StokesDrag,BottomWallKFactor,DMT_gamma,DMT_cutoff,comment,,,,,,,,,,,,,,,,,,
2184,0.00025,0.0013,0.00025,2445.2,2445.2,0,0,0,10,0,0,7,0.000025,0,-9.81,0.003,1,0,-1,8,,1,0.61275,-0.1,920,0.178,0.00635,0.0013,0.0178,0.0442,0.126,0,3,galerkin,0,152835000000,1,0,2,0.1,normal,0,0,0,0.5,0.5,0,2000000,0.7,0,1,0,0,1,0,0,0,1,0,0,"Bulk young?s modulus check, affecting cantilever nat freq.",New Frequencies,2442,E = 152.1e9,,,,,,,,,,,,,,,
2185,0.00025,0.0013,0.00025,2446.2,2446.2,0,0,0,10,0,0,7,0.000025,0,-9.81,0.003,1,0,-1,8,,1,0.61275,-0.1,920,0.178,0.00635,0.0013,0.0178,0.0265,0,0,3,galerkin,0,152835000000,1,0,2,0.1,normal,0,0,0,0.5,0.5,0,20000000,0.7,0,1,0,0,1,0,0,0,1,0,0,"Bulk young?s modulus check, affecting cantilever nat freq.",New Frequencies,2432,E = 150.85e9,,,,,,,,,,,,,,,
2186,0.00025,0.0013,0.00025,2442,2442,0,0,0,10,0,0,7,0.000025,0,-9.81,0.003,1,0,-1,8,,1,0.61275,-0.1,920,0.178,0.00635,0.0013,0.0178,0.126,0,0,3,galerkin,0,152835000000,1,0,2,0.1,normal,0,0,0,0.5,0.5,0,20000000,0.7,0,1,0,0,1,0,0,0,1,0,0,"Bulk young?s modulus check, affecting cantilever nat freq.",New Frequencies,2467,E = 155.2e9,,,,,,,,,,,,,,,
2173,0.00035,0.00065,0.00035,1988.9,1988.9,0,0,0,10,0,0,7,0.000025,0,-9.81,0.003,1,0,-1,8,,1,0.618,-0.1,1046,0.15,0.0032,0.00065,0.0175,0.05,0,0,3,galerkin,0,200000000000,1,0,2,0.5,normal,0,0,0,0.5,0.5,0,20000000,0.83,0,1,0,0,1,0,0,0,1,0,0,Different Poisson Value,New Frequencies,,,,,,,,,,,,,,,,,
2174,0.00035,0.00065,0.00035,708.9193,708.9193,0,0,0,10,0,0,7,0.000025,0,-9.81,0.003,1,0,-1,8,,1,0.618,-0.1,1383,0.15,0.0032,0.00065,0.0175,0.05,0,0,2,galerkin,0,200000000000,1,0,2,0.1,normal,0,0,0,0.5,0.5,0,20000000,0.83,0,1,0,0,1,0,0,0,1,0,0,Different Poisson Value,New Frequencies,,,,,,,,,,,,,,,,,
2175,0.00035,0.00065,0.00035,709.6652,709.6652,0,0,0,10,0,0,7,0.000025,0,-9.81,0.003,1,0,-1,8,,1,0.618,-0.1,1383,0.15,0.0032,0.00065,0.0175,0.1,0,0,2,galerkin,0,200000000000,1,0,2,0.1,normal,0,0,0,0.5,0.5,0,20000000,0.83,0,1,0,0,1,0,0,0,1,0,0,Different Poisson Value,New Frequencies,,,,,,,,,,,,,,,,,
2176,0.00035,0.00065,0.00035,1988,1988,0,0,0,10,0,0,7,0.000025,0,-9.81,0.003,1,0,-1,8,,1,0.618,-0.1,1046,0.15,0.0032,0.00065,0.0175,0.1,0,0,3,galerkin,0,200000000000,1,0,2,0.5,normal,0,0,0,0.5,0.5,0,20000000,0.83,0,1,0,0,1,0,0,0,1,0,0,Different Poisson Value,New Frequencies,,,,,,,,,,,,,,,,,
2229,0.00025,0.0013,0.00025,999.96,999.96,0,0,0,10,0,0,7,0.000025,0,-9.81,0.003,1,0,-1,8,,1,0.61275,-0.1,1383,0.178,0.00635,0.0013,0.0178,0.094,0,0,2,galerkin,0,200000000000,1,0,2,0.1,normal,0,0,0,0.5,0.5,0,20000000,0.83,0,1,0,0,1,0,0,0,1,0,0,Different Poisson Value,New Frequencies,,,,,,,,,,,,,,,,,
2178,0.00025,0.0013,0.00025,999.99,999.99,0,0,0,10,0,0,7,0.000025,0,-9.81,0.003,1,0,-1,8,,1,0.61275,-0.1,1383,0.178,0.00635,0.0013,0.0178,0.0442,0,0,2,galerkin,0,200000000000,1,0,2,0.1,normal,0,0,0,0.5,0.5,0,20000000,0.83,0,1,0,0,1,0,0,0,1,0,0,Different Poisson Value,New Frequencies,,,,,,,,,,,,,,,,,
2179,0.00025,0.0013,0.00025,1000,1000,0,0,0,10,0,0,7,0.000025,0,-9.81,0.003,1,0,-1,8,,1,0.61275,-0.1,1383,0.178,0.00635,0.0013,0.0178,0.0442,0.126,0,2,galerkin,0,200000000000,1,0,2,0.1,normal,0,0,0,0.5,0.5,0,20000000,0.83,0,1,0,0,1,0,0,0,1,0,0,Wrong location? Moving too quickly and not checking something so simple.,New Frequencies,,,,,,,,,,,,,,,,,
2180,0.00025,0.0013,0.00025,1000,1000,0,0,0,10,0,0,7,0.000025,0,-9.81,0.003,1,0,-1,8,,1,0.61275,-0.1,1383,0.178,0.00635,0.0013,0.0178,0.0265,0,0,2,galerkin,0,200000000000,1,0,2,0.1,normal,0,0,0,0.5,0.5,0,20000000,0.83,0,1,0,0,1,0,0,0,1,0,0,Different Poisson Value,New Frequencies,,,,,,,,,,,,,,,,,
2181,0.00025,0.0013,0.00025,1000,1000,0,0,0,10,0,0,7,0.000025,0,-9.81,0.003,1,0,-1,8,,1,0.61275,-0.1,1383,0.178,0.00635,0.0013,0.0178,0.126,0,0,2,galerkin,0,200000000000,1,0,2,0.1,normal,0,0,0,0.5,0.5,0,20000000,0.83,0,1,0,0,1,0,0,0,1,0,0,Different Poisson Value,New Frequencies,,,,,,,,,,,,,,,,,
2182,0.00025,0.0013,0.00025,2800,2800,0,0,0,10,0,0,7,0.000025,0,-9.81,0.003,1,0,-1,8,,1,0.61275,-0.1,920,0.178,0.00635,0.0013,0.0178,0.094,0,0,3,galerkin,0,200000000000,1,0,2,0.1,normal,0,0,0,0.5,0.5,0,20000000,0.83,0,1,0,0,1,0,0,0,1,0,0,Different Poisson Value,New Frequencies,,,,,,,,,,,,,,,,,
2183,0.00025,0.0013,0.00025,2795.7,2795.7,0,0,0,10,0,0,7,0.000025,0,-9.81,0.003,1,0,-1,8,,1,0.61275,-0.1,920,0.178,0.00635,0.0013,0.0178,0.0442,0,0,3,galerkin,0,200000000000,1,0,2,0.1,normal,0,0,0,0.5,0.5,0,20000000,0.83,0,1,0,0,1,0,0,0,1,0,0,Different Poisson Value,New Frequencies,,,,,,,,,,,,,,,,,
2184,0.00025,0.0013,0.00025,2796.6,2796.6,0,0,0,10,0,0,7,0.000025,0,-9.81,0.003,1,0,-1,8,,1,0.61275,-0.1,920,0.178,0.00635,0.0013,0.0178,0.0442,0.126,0,3,galerkin,0,200000000000,1,0,2,0.1,normal,0,0,0,0.5,0.5,0,2000000,0.83,0,1,0,0,1,0,0,0,1,0,0,Wrong location? Moving too quickly and not checking something so simple.,New Frequencies,,,,,,,,,,,,,,,,,
2237,0.00025,0.0013,0.00025,2799.5,2799.5,0,0,0,10,0,0,7,0.000025,0,-9.81,0.003,1,0,-1,8,,1,0.61275,-0.1,920,0.178,0.00635,0.0013,0.0178,0.0265,0,0,3,galerkin,0,200000000000,1,0,2,0.1,normal,0,0,0,0.5,0.5,0,20000000,0.83,0,1,0,0,1,0,0,0,1,0,0,Different Poisson Value,New Frequencies,,,,,,,,,,,,,,,,,
2186,0.00025,0.0013,0.00025,2797.2,2797.2,0,0,0,10,0,0,7,0.000025,0,-9.81,0.003,1,0,-1,8,,1,0.61275,-0.1,920,0.178,0.00635,0.0013,0.0178,0.126,0,0,3,galerkin,0,200000000000,1,0,2,0.1,normal,0,0,0,0.5,0.5,0,20000000,0.83,0,1,0,0,1,0,0,0,1,0,0,Different Poisson Value,New Frequencies,,,,,,,,,,,,,,,,,
2173,0.00035,0.00065,0.00035,1738.8,1738.8,0,0,0,10,0,0,7,0.000025,0,-9.81,0.003,1,0,-1,8,,1,0.618,-0.1,1046,0.15,0.0032,0.00065,0.0175,0.05,0,0,3,galerkin,0,152835000000,1,0,2,0.5,normal,0,0,0,0.5,0.5,0,20000000,0.83,0,1,0,0,1,0,0,0,1,0,0,New baseline,New baseline,New baseline,New baseline,New baseline,,,,,,,,,,,,,,
2174,0.00035,0.00065,0.00035,620.8763,620.8763,0,0,0,10,0,0,7,0.000025,0,-9.81,0.003,1,0,-1,8,,1,0.618,-0.1,1383,0.15,0.0032,0.00065,0.0175,0.05,0,0,2,galerkin,0,152835000000,1,0,2,0.1,normal,0,0,0,0.5,0.5,0,20000000,0.83,0,1,0,0,1,0,0,0,1,0,0,New baseline,New baseline,New baseline,New baseline,New baseline,,,,,,,,,,,,,,
2175,0.00035,0.00065,0.00035,620.7048,620.7048,0,0,0,10,0,0,7,0.000025,0,-9.81,0.003,1,0,-1,8,,1,0.618,-0.1,1383,0.15,0.0032,0.00065,0.0175,0.1,0,0,2,galerkin,0,152835000000,1,0,2,0.1,normal,0,0,0,0.5,0.5,0,20000000,0.83,0,1,0,0,1,0,0,0,1,0,0,New baseline,New baseline,New baseline,New baseline,New baseline,,,,,,,,,,,,,,
2176,0.00035,0.00065,0.00035,1738.4,1738.4,0,0,0,10,0,0,7,0.000025,0,-9.81,0.003,1,0,-1,8,,1,0.618,-0.1,1046,0.15,0.0032,0.00065,0.0175,0.1,0,0,3,galerkin,0,152835000000,1,0,2,0.5,normal,0,0,0,0.5,0.5,0,20000000,0.83,0,1,0,0,1,0,0,0,1,0,0,New baseline,New baseline,New baseline,New baseline,New baseline,,,,,,,,,,,,,,
2177,0.00025,0.0013,0.00025,874.11,874.11,0,0,0,10,0,0,7,0.000025,0,-9.81,0.003,1,0,-1,8,,1,0.61275,-0.1,1383,0.178,0.00635,0.0013,0.0178,0.094,0,0,2,galerkin,0,152835000000,1,0,2,0.1,normal,0,0,0,0.5,0.5,0,20000000,0.83,0,1,0,0,1,0,0,0,1,0,0,New baseline,New baseline,New baseline,New baseline,New baseline,,,,,,,,,,,,,,
2178,0.00025,0.0013,0.00025,873.98,873.98,0,0,0,10,0,0,7,0.000025,0,-9.81,0.003,1,0,-1,8,,1,0.61275,-0.1,1383,0.178,0.00635,0.0013,0.0178,0.0442,0,0,2,galerkin,0,152835000000,1,0,2,0.1,normal,0,0,0,0.5,0.5,0,20000000,0.83,0,1,0,0,1,0,0,0,1,0,0,New baseline,New baseline,New baseline,New baseline,New baseline,,,,,,,,,,,,,,
2179,0.00025,0.0013,0.00025,874.52,874.52,0,0,0,10,0,0,7,0.000025,0,-9.81,0.003,1,0,-1,8,,1,0.61275,-0.1,1383,0.178,0.00635,0.0013,0.0178,0.0442,0.126,0,2,galerkin,0,152835000000,1,0,2,0.1,normal,0,0,0,0.5,0.5,0,20000000,0.83,0,1,0,0,1,0,0,0,1,0,0,New baseline,New baseline,New baseline,New baseline,New baseline,,,,,,,,,,,,,,
2180,0.00025,0.0013,0.00025,874.21,874.21,0,0,0,10,0,0,7,0.000025,0,-9.81,0.003,1,0,-1,8,,1,0.61275,-0.1,1383,0.178,0.00635,0.0013,0.0178,0.0265,0,0,2,galerkin,0,152835000000,1,0,2,0.1,normal,0,0,0,0.5,0.5,0,20000000,0.83,0,1,0,0,1,0,0,0,1,0,0,New baseline,New baseline,New baseline,New baseline,New baseline,,,,,,,,,,,,,,
2181,0.00025,0.0013,0.00025,874.18,874.18,0,0,0,10,0,0,7,0.000025,0,-9.81,0.003,1,0,-1,8,,1,0.61275,-0.1,1383,0.178,0.00635,0.0013,0.0178,0.126,0,0,2,galerkin,0,152835000000,1,0,2,0.1,normal,0,0,0,0.5,0.5,0,20000000,0.83,0,1,0,0,1,0,0,0,1,0,0,New baseline,New baseline,New baseline,New baseline,New baseline,,,,,,,,,,,,,,
2182,0.00025,0.0013,0.00025,2447.2,2447.2,0,0,0,10,0,0,7,0.000025,0,-9.81,0.003,1,0,-1,8,,1,0.61275,-0.1,920,0.178,0.00635,0.0013,0.0178,0.094,0,0,3,galerkin,0,152835000000,1,0,2,0.1,normal,0,0,0,0.5,0.5,0,20000000,0.83,0,1,0,0,1,0,0,0,1,0,0,New baseline,New baseline,New baseline,New baseline,New baseline,,,,,,,,,,,,,,
2183,0.00025,0.0013,0.00025,2440.7,2440.7,0,0,0,10,0,0,7,0.000025,0,-9.81,0.003,1,0,-1,8,,1,0.61275,-0.1,920,0.178,0.00635,0.0013,0.0178,0.0442,0,0,3,galerkin,0,152835000000,1,0,2,0.1,normal,0,0,0,0.5,0.5,0,20000000,0.83,0,1,0,0,1,0,0,0,1,0,0,New baseline,New baseline,New baseline,New baseline,New baseline,,,,,,,,,,,,,,
2184,0.00025,0.0013,0.00025,2445.2,2445.2,0,0,0,10,0,0,7,0.000025,0,-9.81,0.003,1,0,-1,8,,1,0.61275,-0.1,920,0.178,0.00635,0.0013,0.0178,0.0442,0.126,0,3,galerkin,0,152835000000,1,0,2,0.1,normal,0,0,0,0.5,0.5,0,2000000,0.83,0,1,0,0,1,0,0,0,1,0,0,New baseline,New baseline,New baseline,New baseline,New baseline,,,,,,,,,,,,,,
2185,0.00025,0.0013,0.00025,2446.2,2446.2,0,0,0,10,0,0,7,0.000025,0,-9.81,0.003,1,0,-1,8,,1,0.61275,-0.1,920,0.178,0.00635,0.0013,0.0178,0.0265,0,0,3,galerkin,0,152835000000,1,0,2,0.1,normal,0,0,0,0.5,0.5,0,20000000,0.83,0,1,0,0,1,0,0,0,1,0,0,New baseline,New baseline,New baseline,New baseline,New baseline,,,,,,,,,,,,,,
2186,0.00025,0.0013,0.00025,2442,2442,0,0,0,10,0,0,7,0.000025,0,-9.81,0.003,1,0,-1,8,,1,0.61275,-0.1,920,0.178,0.00635,0.0013,0.0178,0.126,0,0,3,galerkin,0,152835000000,1,0,2,0.1,normal,0,0,0,0.5,0.5,0,20000000,0.83,0,1,0,0,1,0,0,0,1,0,0,New baseline,New baseline,New baseline,New baseline,New baseline,,,,,,,,,,,,,,
1965,0.00025,0.0013,0.00025,999.5757,999.5757,0,0,0,10,0,0,7,0.000025,0,-9.81,0.003,1,0,-1,8,,1,0.61275,-0.1,1383,0.178,0.00635,0.0013,0.0178,0.0265,0,0,2,galerkin,0,200000000000,1,0,2,0.1,normal,0,0,0,0.5,0.5,0,20000000,0.7,0,1,0,0,1,0,0,0,1,0,0,December Baselines,Fixing some frequencies so phase is closer to pi/2,,,,,,,,,,,,,,,,,
1966,0.00025,0.0013,0.00025,999.6735,999.6735,0,0,0,10,0,0,7,0.000025,0,-9.81,0.003,1,0,-1,8,,1,0.61275,-0.1,1383,0.178,0.00635,0.0013,0.0178,0.126,0,0,2,galerkin,0,200000000000,1,0,2,0.1,normal,0,0,0,0.5,0.5,0,20000000,0.7,0,1,0,0,1,0,0,0,1,0,0,December Baselines,Fixing some frequencies so phase is closer to pi/2,,,,,,,,,,,,,,,,,
1970,0.00025,0.0013,0.00025,2796.945,2796.945,0,0,0,10,0,0,7,0.000025,0,-9.81,0.003,1,0,-1,8,,1,0.61275,-0.1,920,0.178,0.00635,0.0013,0.0178,0.0265,0,0,3,galerkin,0,200000000000,1,0,2,0.1,normal,0,0,0,0.5,0.5,0,20000000,0.7,0,1,0,0,1,0,0,0,1,0,0,December Baselines,Fixing some frequencies so phase is closer to pi/2,,,,,,,,,,,,,,,,,
2007,0.00035,0.00065,0.00035,1987,1987,0,0,0,10,0,0,7,0.000025,0,-9.81,0.003,1,0,-1,8,,1,0.618,-0.1,1046,0.15,0.0032,0.00065,0.0175,0.05,0,0,3,galerkin,0,200000000000,1,0,2,0.5,normal,0,0,0,0.5,0.5,0,20000000,0.7,0,1,0,0,1,0,0,0,1,0,0,December Baselines,Fixing some frequencies so phase is closer to pi/2,,,,,,,,,,,,,,,,,
2008,0.00035,0.00065,0.00035,703.6,703.6,0,0,0,10,0,0,7,0.000025,0,-9.81,0.003,1,0,-1,8,,1,0.618,-0.1,1383,0.15,0.0032,0.00065,0.0175,0.05,0,0,2,galerkin,0,200000000000,1,0,2,0.1,normal,0,0,0,0.5,0.5,0,20000000,0.7,0,1,0,0,1,0,0,0,1,0,0,December Baselines,Fixing some frequencies so phase is closer to pi/2,,,,,,,,,,,,,,,,,
2009,0.00035,0.00065,0.00035,706.8,706.8,0,0,0,10,0,0,7,0.000025,0,-9.81,0.003,1,0,-1,8,,1,0.618,-0.1,1383,0.15,0.0032,0.00065,0.0175,0.1,0,0,2,galerkin,0,200000000000,1,0,2,0.1,normal,0,0,0,0.5,0.5,0,20000000,0.7,0,1,0,0,1,0,0,0,1,0,0,December Baselines,Fixing some frequencies so phase is closer to pi/2,,,,,,,,,,,,,,,,,
2010,0.00035,0.00065,0.00035,1987.8,1987.8,0,0,0,10,0,0,7,0.000025,0,-9.81,0.003,1,0,-1,8,,1,0.618,-0.1,1046,0.15,0.0032,0.00065,0.0175,0.1,0,0,3,galerkin,0,200000000000,1,0,2,0.5,normal,0,0,0,0.5,0.5,0,20000000,0.7,0,1,0,0,1,0,0,0,1,0,0,December Baselines,Fixing some frequencies so phase is closer to pi/2,,,,,,,,,,,,,,,,,
2173,0.00035,0.00065,0.00035,1738.8,1738.8,0,0,0,10,0,0,7,0.000025,0,-9.81,0.003,1,0,-1,13,2225_4,1,0.618,-0.1,1046,0.15,0.0032,0.00065,0.0175,0.05,0,0,3,galerkin,0,152835000000,1,0,2,0.5,normal,0,0,0,0.5,0.5,0,20000000,0.83,0,1,0,0,1,0,0,0,1,0,0,New baseline,New baseline,New baseline,New baseline,New baseline,,,,,,,,,,,,,,
2174,0.00035,0.00065,0.00035,620.8763,620.8763,0,0,0,10,0,0,7,0.000025,0,-9.81,0.003,1,0,-1,13,2225_4,1,0.618,-0.1,1383,0.15,0.0032,0.00065,0.0175,0.05,0,0,2,galerkin,0,152835000000,1,0,2,0.1,normal,0,0,0,0.5,0.5,0,20000000,0.83,0,1,0,0,1,0,0,0,1,0,0,New baseline,New baseline,New baseline,New baseline,New baseline,,,,,,,,,,,,,,
2173,0.00035,0.00065,0.00035,1738.8,1738.8,0,0,0,10,0,0,7,0.000025,0,-9.81,0.003,1,0,-1,13,2224_4,1,0.618,-0.1,1046,0.15,0.0032,0.00065,0.0175,0.05,0,0,3,galerkin,0,152835000000,1,0,2,0.5,normal,0,0,0,0.5,0.5,0,20000000,0.83,0,1,0,0,1,0,0,0,1,0,0,New baseline,New baseline,New baseline,New baseline,New baseline,,,,,,,,,,,,,,
2174,0.00035,0.00065,0.00035,620.8763,620.8763,0,0,0,10,0,0,7,0.000025,0,-9.81,0.003,1,0,-1,13,2224_4,1,0.618,-0.1,1383,0.15,0.0032,0.00065,0.0175,0.05,0,0,2,galerkin,0,152835000000,1,0,2,0.1,normal,0,0,0,0.5,0.5,0,20000000,0.83,0,1,0,0,1,0,0,0,1,0,0,New baseline,New baseline,New baseline,New baseline,New baseline,,,,,,,,,,,,,,
2181,0.00025,0.0013,0.00025,874.18,874.18,0,0,0,10,0,0,7,0.000025,0,-9.81,0.003,1,0,-1,13,2233_3,1,0.61275,-0.1,1383,0.178,0.00635,0.0013,0.0178,0.126,0,0,2,galerkin,0,152835000000,1,0,2,0.1,normal,0,0,0,0.5,0.5,0,20000000,0.83,0,1,0,0,1,0,0,0,1,0,0,New baseline,New baseline,New baseline,New baseline,New baseline,,,,,,,,,,,,,,
2186,0.00025,0.0013,0.00025,2442,2442,0,0,0,10,0,0,7,0.000025,0,-9.81,0.003,1,0,-1,13,2233_3,1,0.61275,-0.1,920,0.178,0.00635,0.0013,0.0178,0.126,0,0,3,galerkin,0,152835000000,1,0,2,0.1,normal,0,0,0,0.5,0.5,0,20000000,0.83,0,1,0,0,1,0,0,0,1,0,0,New baseline,New baseline,New baseline,New baseline,New baseline,,,,,,,,,,,,,,
2181,0.00025,0.0013,0.00025,874.18,874.18,0,0,0,10,0,0,7,0.000025,0,-9.81,0.003,1,0,-1,13,2228_4,1,0.61275,-0.1,1383,0.178,0.00635,0.0013,0.0178,0.126,0,0,2,galerkin,0,152835000000,1,0,2,0.1,normal,0,0,0,0.5,0.5,0,20000000,0.83,0,1,0,0,1,0,0,0,1,0,0,New baseline,New baseline,New baseline,New baseline,New baseline,,,,,,,,,,,,,,
2186,0.00025,0.0013,0.00025,2442,2442,0,0,0,10,0,0,7,0.000025,0,-9.81,0.003,1,0,-1,13,2228_4,1,0.61275,-0.1,920,0.178,0.00635,0.0013,0.0178,0.126,0,0,3,galerkin,0,152835000000,1,0,2,0.1,normal,0,0,0,0.5,0.5,0,20000000,0.83,0,1,0,0,1,0,0,0,1,0,0,New baseline,New baseline,New baseline,New baseline,New baseline,,,,,,,,,,,,,,
2186,0.00025,0.0013,0.00025,2442,2442,0,0,0,10,0,0,7,0.000025,0,-9.81,0.003,1,0,-1,8,,1,0.61275,-0.1,920,0.178,0.00635,0.0013,0.0178,0.126,0,0,3,galerkin,0,152835000000,1,0,2,0.1,normal,0,0,0,0.5,0.5,0,20000000,0.83,0,1,0,0,0,0,0,0,1,0,0,New baseline,New baseline,New baseline,New baseline,New baseline,,,,,,,,,,,,,,
2186,0.00025,0.0013,0.00025,2442,2442,0,0,0,10,0,0,7,0.000025,0,-9.81,0.003,1,0,-1,8,,1,0.61275,-0.1,920,0.178,0.00635,0.0013,0.0178,0.126,0,0,3,galerkin,0,152835000000,1,0,2,0.1,normal,0,0,0,0.5,0.5,0,20000000,0.83,0,1,0,1,0,0,0,0,1,0,0,New baseline,New baseline,New baseline,New baseline,New baseline,,,,,,,,,,,,,,
2186,0.00025,0.0013,0.00025,2442,2442,0,0,0,10,0,0,7,0.000025,0,-9.81,0.003,1,0,-1,8,,1,0.61275,-0.1,920,0.178,0.00635,0.0013,0.0178,0.126,0,0,3,galerkin,0,152835000000,1,0,2,0.1,normal,0,0,0,0.5,0.5,0,20000000,0.83,0,1,0,2,0,0,0,0,1,0,0,New baseline,New baseline,New baseline,New baseline,New baseline,,,,,,,,,,,,,,
2186,0.00025,0.0013,0.00025,2442,2442,0,0,0,10,0,0,7,0.000025,0,-9.81,0.003,1,0,-1,8,,1,0.61275,-0.1,920,0.178,0.00635,0.0013,0.0178,0.126,0,0,3,galerkin,0,152835000000,1,0,2,0.1,normal,0,0,0,0.5,0.5,0,20000000,0.83,0,1,0,3,0,0,0,0,1,0,0,New baseline,New baseline,New baseline,New baseline,New baseline,,,,,,,,,,,,,,
2186,0.00025,0.0013,0.00025,2442,2442,0,0,0,10,0,0,7,0.000025,0,-9.81,0.003,1,0,-1,8,,1,0.61275,-0.1,920,0.178,0.00635,0.0013,0.0178,0.126,0,0,3,galerkin,0,152835000000,1,0,2,0.1,normal,0,0,0,0.5,0.5,0,20000000,0.83,0,1,0,0,1,0,0,0,1,0,0,New baseline,New baseline,New baseline,New baseline,New baseline,,,,,,,,,,,,,,
2186,0.00025,0.0013,0.00025,2442,2442,0,0,0,10,0,0,7,0.000025,0,-9.81,0.003,1,0,-1,8,,1,0.61275,-0.1,920,0.178,0.00635,0.0013,0.0178,0.126,0,0,3,galerkin,0,152835000000,1,0,2,0.1,normal,0,0,0,0.5,0.5,0,19000000,0.83,0,1,0,0,1,0,0,0,1,0,0,New baseline,New baseline,New baseline,New baseline,New baseline,,,,,,,,,,,,,,
2186,0.00025,0.0013,0.00025,2442,2442,0,0,0,10,0,0,7,0.000025,0,-9.81,0.003,1,0,-1,8,,1,0.61275,-0.1,920,0.178,0.00635,0.0013,0.0178,0.126,0,0,3,galerkin,0,152835000000,1,0,2,0.1,normal,0,0,0,0.5,0.5,0,18000000,0.83,0,1,0,0,1,0,0,0,1,0,0,New baseline,New baseline,New baseline,New baseline,New baseline,,,,,,,,,,,,,,
2186,0.00025,0.0013,0.00025,2442,2442,0,0,0,10,0,0,7,0.000025,0,-9.81,0.003,1,0,-1,8,,1,0.61275,-0.1,920,0.178,0.00635,0.0013,0.0178,0.126,0,0,3,galerkin,0,152835000000,1,0,2,0.1,normal,0,0,0,0.5,0.5,0,17000000,0.83,0,1,0,0,1,0,0,0,1,0,0,New baseline,New baseline,New baseline,New baseline,New baseline,,,,,,,,,,,,,,
2186,0.00025,0.0013,0.00025,2442,2442,0,0,0,10,0,0,7,0.000025,0,-9.81,0.003,1,0,-1,8,,1,0.61275,-0.1,920,0.178,0.00635,0.0013,0.0178,0.126,0,0,3,galerkin,0,152835000000,1,0,2,0.1,normal,0,0,0,0.5,0.5,0,21000000,0.83,0,1,0,0,1,0,0,0,1,0,0,New baseline,New baseline,New baseline,New baseline,New baseline,,,,,,,,,,,,,,
2186,0.00025,0.0013,0.00025,2442,2442,0,0,0,10,0,0,7,0.000025,0,-9.81,0.003,1,0,-1,8,,1,0.61275,-0.1,920,0.178,0.00635,0.0013,0.0178,0.126,0,0,3,galerkin,0,152835000000,1,0,2,0.1,normal,0,0,0,0.5,0.5,0,22000000,0.83,0,1,0,0,1,0,0,0,1,0,0,New baseline,New baseline,New baseline,New baseline,New baseline,,,,,,,,,,,,,,
2186,0.00025,0.0013,0.00025,2442,2442,0,0,0,10,0,0,7,0.000025,0,-9.81,0.003,1,0,-1,8,,1,0.61275,-0.1,920,0.178,0.00635,0.0013,0.0178,0.126,0,0,3,galerkin,0,152835000000,1,0,2,0.1,normal,0,0,0,0.5,0.5,0,200000000000,0.83,0,1,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,
2186,0.00025,0.0013,0.00025,2442,2442,0,0,0,10,0,0,7,0.000025,0,-9.81,0.003,1,0,-1,8,,1,0.61275,-0.1,920,0.178,0.00635,0.0013,0.0178,0.126,0,0,3,galerkin,0,152835000000,1,0,2,0.1,normal,0,0,0,0.5,0.5,0,200000000000,0.83,0,1,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,
2186,0.00025,0.0013,0.00025,2442,2442,0,0,0,10,0,0,7,0.000025,0,-9.81,0.003,1,0,-1,8,,1,0.61275,-0.1,920,0.178,0.00635,0.0013,0.0178,0.126,0,0,3,galerkin,0,152835000000,1,0,2,0.1,normal,0,0,0,0.5,0.5,0,200000000000,0.83,0,1,0,2,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,
2186,0.00025,0.0013,0.00025,2442,2442,0,0,0,10,0,0,7,0.000025,0,-9.81,0.003,1,0,-1,13,2233_3,1,0.61275,-0.1,920,0.178,0.00635,0.0013,0.0178,0.126,0,0,3,galerkin,0,152835000000,1,0,2,0.1,normal,0,0,0,0.5,0.5,0,200000000000,0.83,0,1,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,
2186,0.00025,0.0013,0.00025,2442,2442,0,0,0,10,0,0,7,0.000025,0,-9.81,0.003,1,0,-1,13,2233_3,1,0.61275,-0.1,920,0.178,0.00635,0.0013,0.0178,0.126,0,0,3,galerkin,0,152835000000,1,0,2,0.1,normal,0,0,0,0.5,0.5,0,200000000000,0.83,0,1,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,
